	readingId	gaugeId	gaugeRevisionId	remarks	readingDate	readingHour	readingMinute	quality	rainAmount	snowDepth	snowAccumulation	createdDate	brand	model	description	gaugeType	gaugeTypeOther	lat	lng
3	2432193	679	679		2017-12-09	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2417245	587	587		2017-12-10	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423665	553	553		2017-12-10	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2417112	653	653	chilly day  sun  wind cold night	2017-12-10	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432194	679	679		2017-12-10	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2417548	587	587		2017-12-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423666	553	553		2017-12-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2417373	653	653	sunny cool day cold night 	2017-12-11	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432195	679	679		2017-12-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2417825	587	587		2017-12-12	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423667	553	553		2017-12-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2417761	653	653	cold morning sunny day cold night	2017-12-12	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432196	679	679		2017-12-12	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2418094	587	587		2017-12-13	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423668	553	553		2017-12-13	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2418002	653	653	sunny day  cold night	2017-12-13	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432197	679	679		2017-12-13	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2418321	587	587		2017-12-14	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423669	553	553		2017-12-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2418263	653	653	sunny day warm chilly night 	2017-12-14	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432198	679	679		2017-12-14	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2418533	587	587		2017-12-15	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423670	553	553		2017-12-15	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2418467	653	653	windy sunny day  chilly  chilly night	2017-12-15	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432199	679	679		2017-12-15	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2418917	587	587		2017-12-16	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423671	553	553		2017-12-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2418730	653	653	very warm sunny day  cold night	2017-12-16	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432200	679	679		2017-12-16	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2419138	587	587		2017-12-17	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423672	553	553		2017-12-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2418971	653	653	cloudy then sunny day  chilly night 	2017-12-17	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432201	679	679		2017-12-17	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2421295	587	587		2017-12-18	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423673	553	553		2017-12-18	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2420932	653	653	sunny  cold night	2017-12-18	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432202	679	679		2017-12-18	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2422889	587	587		2017-12-19	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423674	553	553		2017-12-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2422778	653	653	sunny but cool cold night	2017-12-19	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432203	679	679		2017-12-19	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2423342	587	587		2017-12-20	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423675	553	553		2017-12-20	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2423210	653	653	sunny day  cool night 	2017-12-20	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432204	679	679		2017-12-20	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2423518	587	587	Light powdering of snow on the ground.	2017-12-21	7	0	Snow				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423658	553	553		2017-12-21	7	0	Snow		0.0	0.0	2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2423427	653	653	chilly day  cold night with wind and snow	2017-12-21	5	0	Snow	0.0	0.25	0.25	2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432205	679	679		2017-12-21	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2423782	587	587		2017-12-22	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2424078	553	553		2017-12-22	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2423719	653	653	cold day  cold night 	2017-12-22	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432206	679	679		2017-12-22	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2427005	553	553		2017-12-23	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2424102	653	653	sunny  chilly  cold night	2017-12-23	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432207	679	679		2017-12-23	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2427006	553	553		2017-12-24	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2424309	653	653	sunny  cold night 	2017-12-24	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432208	679	679		2017-12-24	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2427007	553	553		2017-12-25	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2424696	653	653	very warm day chilly night 	2017-12-25	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432209	679	679		2017-12-25	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2427008	553	553		2017-12-26	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2424872	653	653	warm sunny day  chilly night 	2017-12-26	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432210	679	679		2017-12-26	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2425556	587	587		2017-12-27	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2427009	553	553		2017-12-27	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2425264	653	653	sunny day  cold nght 	2017-12-27	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432211	679	679		2017-12-27	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2425806	587	587		2017-12-28	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2427010	553	553		2017-12-28	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2425627	653	653	sunny warm day  cold night	2017-12-28	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432212	679	679		2017-12-28	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2426049	587	587		2017-12-29	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2427011	553	553		2017-12-29	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2425878	653	653	warm sunny day  cold night 	2017-12-29	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432213	679	679		2017-12-29	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2427012	553	553		2017-12-30	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2426284	653	653	very warm day  chilly night	2017-12-30	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432214	679	679		2017-12-30	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2427013	553	553		2017-12-31	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2426547	653	653	very warm day  warm night	2017-12-31	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432215	679	679		2017-12-31	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2431652	553	553		2018-01-01	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2427037	653	653	warm sunny day  cold night 	2018-01-01	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432177	679	679		2018-01-01	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2431653	553	553		2018-01-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2427475	653	653	warm day  chilly night	2018-01-02	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432178	679	679		2018-01-02	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2431654	553	553		2018-01-03	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2427999	653	653	overcast most of day  cooler  chilly night 	2018-01-03	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432179	679	679		2018-01-03	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2429503	587	587		2018-01-04	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2431655	553	553		2018-01-04	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2429133	653	653	overcast most of day cool night 	2018-01-04	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432180	679	679		2018-01-04	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2430685	587	587		2018-01-05	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2431656	553	553		2018-01-05	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2430586	653	653	very warm day  cool night 	2018-01-05	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432181	679	679		2018-01-05	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2431294	587	587		2018-01-06	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2431657	553	553		2018-01-06	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2431211	653	653	warm sunny daycool night	2018-01-06	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432182	679	679		2018-01-06	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2431744	587	587		2018-01-07	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2431651	553	553		2018-01-07	7	0	Good	0.030000000000000002			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2431542	653	653	some clouds during day moisture overnight  not sure if snow or rain 	2018-01-07	5	0	Trace				2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432183	679	679		2018-01-07	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2432104	587	587		2018-01-08	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2433229	553	553		2018-01-08	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2431818	653	653	sunny cool day  chilly night	2018-01-08	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432184	679	679		2018-01-08	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2432466	587	587		2018-01-09	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2433230	553	553		2018-01-09	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2432357	653	653	sunny  some clouds  cold night	2018-01-09	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436908	679	679		2018-01-09	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2433885	587	587	Rain turning to snow.	2018-01-10	7	0	Snow		2.5		2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2433185	553	553	"Rain and 2.0"" snow"	2018-01-10	7	0	Good	1.27			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2432867	653	653	sun turning cloudy day  heavy rain with thunder and lightening mid-evening  snow overnight 	2018-01-10	5	0	Snow	1.0		3.0	2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2434387	593	593	Part rain & part melted snow	2018-01-10	7	0	Good	0.9			2006-10-28				TruChek		35.2333161912	-111.6689443588
4	2436909	679	679		2018-01-10	7	0	Good	0.9600000000000001			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2434768	587	587		2018-01-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437388	553	553		2018-01-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2434606	653	653	overcast most of day  cool night 	2018-01-11	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436910	679	679		2018-01-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2435410	587	587		2018-01-12	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437389	553	553		2018-01-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2435208	653	653	sunny day  warm  chilly night 	2018-01-12	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436911	679	679		2018-01-12	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2435569	587	587		2018-01-13	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437390	553	553		2018-01-13	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2435491	653	653	sunny day windy cold night	2018-01-13	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436912	679	679		2018-01-13	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2435876	587	587		2018-01-14	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437391	553	553		2018-01-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2435727	653	653	sunny day  some wind  cold night	2018-01-14	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436913	679	679		2018-01-14	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2436067	587	587		2018-01-15	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437392	553	553		2018-01-15	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2435983	653	653	sunny day  warm  cold night	2018-01-15	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436914	679	679		2018-01-15	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2436442	587	587		2018-01-16	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437393	553	553		2018-01-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2436243	653	653	sunny warm day  some wind  cold night	2018-01-16	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436915	679	679		2018-01-16	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2436580	587	587		2018-01-17	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437394	553	553		2018-01-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2436473	653	653	sunny day  not as warm  some wind cold night 	2018-01-17	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436916	679	679		2018-01-17	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2436801	587	587		2018-01-18	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437395	553	553		2018-01-18	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2436749	653	653	cooler sunny day  cold night	2018-01-18	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2436917	679	679		2018-01-18	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2437051	587	587		2018-01-19	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437396	553	553		2018-01-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2437045	653	653	sunny day cold night	2018-01-19	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2443457	679	679		2018-01-19	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2437315	587	587	A few flakes of snow.	2018-01-20	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2437387	553	553		2018-01-20	7	0	Good	0.04			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2437258	653	653	sunny  windy  chilly night 	2018-01-20	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2455715	593	593		2018-01-20	7	0	Good	0.02			2006-10-28				TruChek		35.2333161912	-111.6689443588
4	2443458	679	679		2018-01-20	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2438656	587	587		2018-01-21	7	0	Snow		3.5		2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2438134	553	553		2018-01-21	7	0	Snow	0.52	5.0		2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2438127	653	653	cold snow all day clear late in day snow overnight wind and cold	2018-01-21	5	0	Snow		5.0		2006-11-26				TruChek		35.1591394379	-111.6675120592
